go_term	hit_rows	unique_proteins
GO:0032991(PANTHER)	5	5
GO:0033554(PANTHER)	5	5
GO:0033857(PANTHER)	5	5
GO:0034098(PANTHER)	5	5
GO:0034314(PANTHER)	5	5
GO:0034354(PANTHER)	5	5
GO:0034473(PANTHER)	5	5
GO:0034476(PANTHER)	5	5
GO:0034501(PANTHER)	5	5
GO:0034553(PANTHER)	5	5
GO:0034605(PANTHER)	5	5
GO:0035267(PANTHER)	5	5
GO:0035435(PANTHER)	5	5
GO:0035721(InterPro)	5	5
GO:0035859(PANTHER)	5	5
GO:0036002(PANTHER)	5	5
GO:0038066(PANTHER)	5	5
GO:0042407(PANTHER)	5	5
GO:0042450(PANTHER)	5	5
GO:0042797(PANTHER)	5	5
GO:0043153(PANTHER)	5	5
GO:0043456(PANTHER)	5	5
GO:0043531(PANTHER)	5	5
GO:0043634(PANTHER)	5	5
GO:0043813(PANTHER)	5	5
GO:0044773(PANTHER)	5	5
GO:0044782(PANTHER)	5	5
GO:0045820(PANTHER)	5	5
GO:0045893(PANTHER)	5	5
GO:0046474(PANTHER)	5	5
GO:0046475(PANTHER)	5	5
GO:0046580(PANTHER)	5	5
GO:0046777(PANTHER)	5	5
GO:0046835(PANTHER)	5	5
GO:0048188(InterPro)	5	5
GO:0048471(PANTHER)	5	5
GO:0051083(InterPro)	5	5
GO:0051083(PANTHER)	5	5
GO:0051117(PANTHER)	5	5
GO:0051377(PANTHER)	5	5
GO:0051645(PANTHER)	5	5
GO:0051726(PANTHER)	5	5
GO:0051959(PANTHER)	5	5
GO:0061665(PANTHER)	5	5
GO:0070192(PANTHER)	5	5
GO:0070319(PANTHER)	5	5
GO:0070545(PANTHER)	5	5
GO:0070626(PANTHER)	5	5
GO:0097526(PANTHER)	5	5
GO:0101030(PANTHER)	5	5
GO:1904158(PANTHER)	5	5
GO:1990071(PANTHER)	5	5
GO:1990116(PANTHER)	5	5
GO:1990456(PANTHER)	5	5
GO:0004347(InterPro)	30	4
GO:0004339(InterPro)	28	4
GO:0005976(InterPro)	28	4
GO:0004407(InterPro)	27	4
GO:0006431(InterPro)	26	4
GO:0004832(InterPro)	21	4
GO:0006438(InterPro)	21	4
GO:0008199(InterPro)	20	4
GO:0000159(InterPro)	19	4
GO:0006123(InterPro)	19	4
GO:0046654(InterPro)	18	4
GO:0004019(InterPro)	17	4
GO:0004363(InterPro)	17	4
GO:0004571(InterPro)	17	4
GO:0006783(InterPro)	17	4
GO:0004356(InterPro)	16	4
GO:0016884(InterPro)	16	4
GO:0005740(InterPro)	14	4
GO:0006098(InterPro)	14	4
GO:0006656(InterPro)	14	4
GO:0031419(InterPro)	13	4
GO:0046488(InterPro)	13	4
GO:0052742(InterPro)	13	4
GO:0004014(InterPro)	12	4
GO:0004822(InterPro)	12	4
GO:0004829(InterPro)	12	4
GO:0006435(InterPro)	12	4
GO:0015937(InterPro)	12	4
GO:0030041(InterPro)	12	4
GO:0004521(InterPro)	11	4
GO:0004735(InterPro)	11	4
GO:0009396(InterPro)	11	4
GO:0006334(InterPro)	10	4
GO:0008184(InterPro)	10	4
GO:0008295(InterPro)	10	4
GO:0031151(InterPro)	10	4
GO:0042256(InterPro)	10	4
GO:0042819(InterPro)	10	4
GO:0042823(InterPro)	10	4
GO:0046907(InterPro)	10	4
GO:0042026(InterPro)	9	4
GO:0160107(InterPro)	9	4
GO:0000184(InterPro)	8	4
GO:0003341(InterPro)	8	4
GO:0004379(InterPro)	8	4
GO:0004615(InterPro)	8	4
GO:0004814(InterPro)	8	4
GO:0005741(InterPro)	8	4
GO:0005930(InterPro)	8	4
GO:0005960(InterPro)	8	4
GO:0006420(InterPro)	8	4
GO:0007021(InterPro)	8	4
GO:0007059(InterPro)	8	4
GO:0008519(InterPro)	8	4
GO:0019509(InterPro)	8	4
GO:0019825(InterPro)	8	4
GO:0030896(InterPro)	8	4
GO:0032007(InterPro)	8	4
GO:0036159(InterPro)	8	4
GO:0044571(InterPro)	8	4
GO:0070588(InterPro)	8	4
GO:0072488(InterPro)	8	4
GO:0000339(InterPro)	7	4
GO:0004491(InterPro)	7	4
GO:0005978(InterPro)	7	4
GO:0019290(InterPro)	7	4
GO:0033177(InterPro)	7	4
GO:0001682(InterPro)	6	4
GO:0003682(InterPro)	6	4
GO:0003952(InterPro)	6	4
GO:0004345(InterPro)	6	4
GO:0004719(InterPro)	6	4
GO:0004721(InterPro)	6	4
GO:0004815(InterPro)	6	4
GO:0005786(InterPro)	6	4
GO:0006422(InterPro)	6	4
GO:0006525(InterPro)	6	4
GO:0008080(InterPro)	6	4
GO:0016485(InterPro)	6	4
GO:0016830(InterPro)	6	4
GO:0030246(InterPro)	6	4
GO:0030942(InterPro)	6	4
GO:0031262(InterPro)	6	4
GO:0032366(InterPro)	6	4
GO:0042054(InterPro)	6	4
GO:0043085(InterPro)	6	4
GO:0051996(InterPro)	6	4
GO:0120013(InterPro)	6	4
GO:0140663(InterPro)	6	4
GO:0004671(InterPro)	5	4
GO:0004823(InterPro)	5	4
GO:0005829(InterPro)	5	4
GO:0006368(InterPro)	5	4
GO:0006429(InterPro)	5	4
GO:0006481(InterPro)	5	4
GO:0006672(InterPro)	5	4
GO:0007031(InterPro)	5	4
GO:0016558(InterPro)	5	4
GO:0016560(InterPro)	5	4
GO:0016593(InterPro)	5	4
GO:0016628(InterPro)	5	4
GO:0016776(InterPro)	5	4
GO:0070569(InterPro)	5	4
GO:0000033(PANTHER)	4	4
GO:0000054(PANTHER)	4	4
GO:0000055(InterPro)	4	4
GO:0000062(PANTHER)	4	4
GO:0000076(PANTHER)	4	4
GO:0000083(PANTHER)	4	4
GO:0000123(PANTHER)	4	4
GO:0000126(PANTHER)	4	4
GO:0000127(InterPro)	4	4
GO:0000147(PANTHER)	4	4
GO:0000214(PANTHER)	4	4
GO:0000228(InterPro)	4	4
GO:0000245(InterPro)	4	4
GO:0000276(PANTHER)	4	4
GO:0000289(PANTHER)	4	4
GO:0000309(PANTHER)	4	4
GO:0000349(PANTHER)	4	4
GO:0000379(PANTHER)	4	4
GO:0000400(PANTHER)	4	4
GO:0000467(InterPro)	4	4
GO:0000722(PANTHER)	4	4
GO:0000725(PANTHER)	4	4
GO:0000902(PANTHER)	4	4
GO:0000935(PANTHER)	4	4
GO:0000974(InterPro)	4	4
GO:0001727(PANTHER)	4	4
GO:0001732(PANTHER)	4	4
GO:0002939(PANTHER)	4	4
GO:0002943(PANTHER)	4	4
GO:0003352(PANTHER)	4	4
GO:0003842(PANTHER)	4	4
GO:0003847(PANTHER)	4	4
GO:0003862(InterPro)	4	4
GO:0003862(PANTHER)	4	4
GO:0003870(PANTHER)	4	4
GO:0003921(InterPro)	4	4
GO:0003921(PANTHER)	4	4
GO:0003952(PANTHER)	4	4
GO:0003977(PANTHER)	4	4
GO:0004019(PANTHER)	4	4
GO:0004029(PANTHER)	4	4
GO:0004042(PANTHER)	4	4
GO:0004070(PANTHER)	4	4
GO:0004128(PANTHER)	4	4
GO:0004148(PANTHER)	4	4
GO:0004305(PANTHER)	4	4
GO:0004310(PANTHER)	4	4
GO:0004343(PANTHER)	4	4
GO:0004347(PANTHER)	4	4
GO:0004365(PANTHER)	4	4
GO:0004370(PANTHER)	4	4
GO:0004385(PANTHER)	4	4
GO:0004402(PANTHER)	4	4
GO:0004407(PANTHER)	4	4
GO:0004455(PANTHER)	4	4
GO:0004491(PANTHER)	4	4
GO:0004494(PANTHER)	4	4
GO:0004502(PANTHER)	4	4
GO:0004523(PANTHER)	4	4
GO:0004568(PANTHER)	4	4
GO:0004596(InterPro)	4	4
GO:0004602(PANTHER)	4	4
GO:0004608(PANTHER)	4	4
GO:0004614(InterPro)	4	4
GO:0004614(PANTHER)	4	4
GO:0004615(PANTHER)	4	4
GO:0004658(PANTHER)	4	4
GO:0004659(PANTHER)	4	4
GO:0004719(PANTHER)	4	4
GO:0004735(PANTHER)	4	4
GO:0004739(InterPro)	4	4
GO:0004816(PANTHER)	4	4
GO:0004823(PANTHER)	4	4
GO:0004824(PANTHER)	4	4
GO:0004832(PANTHER)	4	4
GO:0005047(PANTHER)	4	4
GO:0005313(PANTHER)	4	4
GO:0005385(InterPro)	4	4
GO:0005459(PANTHER)	4	4
GO:0005460(PANTHER)	4	4
GO:0005469(PANTHER)	4	4
GO:0005576(PANTHER)	4	4
GO:0005656(PANTHER)	4	4
GO:0005745(PANTHER)	4	4
GO:0005794(InterPro)	4	4
GO:0005795(PANTHER)	4	4
GO:0005858(InterPro)	4	4
GO:0005879(PANTHER)	4	4
GO:0005971(PANTHER)	4	4
GO:0005980(PANTHER)	4	4
GO:0006013(PANTHER)	4	4
GO:0006071(PANTHER)	4	4
GO:0006080(InterPro)	4	4
GO:0006081(InterPro)	4	4
GO:0006081(PANTHER)	4	4
GO:0006083(InterPro)	4	4
GO:0006090(PANTHER)	4	4
GO:0006103(PANTHER)	4	4
GO:0006104(PANTHER)	4	4
GO:0006123(PANTHER)	4	4
GO:0006177(PANTHER)	4	4
GO:0006210(PANTHER)	4	4
GO:0006228(PANTHER)	4	4
GO:0006285(PANTHER)	4	4
GO:0006309(PANTHER)	4	4
GO:0006334(PANTHER)	4	4
GO:0006352(PANTHER)	4	4
GO:0006359(PANTHER)	4	4
GO:0006388(PANTHER)	4	4
GO:0006421(PANTHER)	4	4
GO:0006429(PANTHER)	4	4
GO:0006430(PANTHER)	4	4
GO:0006438(PANTHER)	4	4
GO:0006481(PANTHER)	4	4
GO:0006486(PANTHER)	4	4
GO:0006493(InterPro)	4	4
GO:0006501(PANTHER)	4	4
GO:0006535(PANTHER)	4	4
GO:0006545(PANTHER)	4	4
GO:0006592(PANTHER)	4	4
GO:0006637(PANTHER)	4	4
GO:0006641(PANTHER)	4	4
GO:0006661(PANTHER)	4	4
GO:0006797(PANTHER)	4	4
GO:0006816(PANTHER)	4	4
GO:0006839(PANTHER)	4	4
GO:0006882(InterPro)	4	4
GO:0006995(PANTHER)	4	4
GO:0006996(InterPro)	4	4
GO:0007010(PANTHER)	4	4
GO:0007032(PANTHER)	4	4
GO:0007033(PANTHER)	4	4
GO:0007051(InterPro)	4	4
GO:0007091(PANTHER)	4	4
GO:0007129(PANTHER)	4	4
GO:0007186(PANTHER)	4	4
GO:0007283(PANTHER)	4	4
GO:0008092(InterPro)	4	4
GO:0008171(PANTHER)	4	4
GO:0008184(PANTHER)	4	4
GO:0008199(PANTHER)	4	4
GO:0008239(PANTHER)	4	4
GO:0008408(InterPro)	4	4
GO:0008422(PANTHER)	4	4
GO:0008612(PANTHER)	4	4
GO:0008732(PANTHER)	4	4
GO:0008757(PANTHER)	4	4
GO:0008775(InterPro)	4	4
GO:0008898(PANTHER)	4	4
GO:0008999(PANTHER)	4	4
GO:0009019(PANTHER)	4	4
GO:0009090(PANTHER)	4	4
GO:0009102(PANTHER)	4	4
GO:0009263(PANTHER)	4	4
GO:0009396(PANTHER)	4	4
GO:0009922(PANTHER)	4	4
GO:0009927(PANTHER)	4	4
GO:0009966(PANTHER)	4	4
GO:0010142(PANTHER)	4	4
GO:0010508(PANTHER)	4	4
GO:0010737(PANTHER)	4	4
GO:0010961(PANTHER)	4	4
GO:0010971(PANTHER)	4	4
GO:0010972(PANTHER)	4	4
GO:0010992(PANTHER)	4	4
GO:0015217(PANTHER)	4	4
GO:0015227(PANTHER)	4	4
GO:0015369(PANTHER)	4	4
GO:0015741(PANTHER)	4	4
GO:0015744(PANTHER)	4	4
GO:0016239(PANTHER)	4	4
GO:0016274(PANTHER)	4	4
GO:0016303(PANTHER)	4	4
GO:0016405(PANTHER)	4	4
GO:0016560(PANTHER)	4	4
GO:0016573(PANTHER)	4	4
GO:0016575(PANTHER)	4	4
GO:0016592(PANTHER)	4	4
GO:0016627(PANTHER)	4	4
GO:0016757(PANTHER)	4	4
GO:0016811(PANTHER)	4	4
GO:0016831(InterPro)	4	4
GO:0016929(PANTHER)	4	4
GO:0016985(InterPro)	4	4
GO:0017125(PANTHER)	4	4
GO:0017148(InterPro)	4	4
GO:0017148(PANTHER)	4	4
GO:0017196(InterPro)	4	4
GO:0018095(PANTHER)	4	4
GO:0019239(PANTHER)	4	4
GO:0019367(PANTHER)	4	4
GO:0019678(PANTHER)	4	4
GO:0019722(InterPro)	4	4
GO:0019776(PANTHER)	4	4
GO:0019894(PANTHER)	4	4
GO:0019919(PANTHER)	4	4
GO:0019985(PANTHER)	4	4
GO:0030008(PANTHER)	4	4
GO:0030011(PANTHER)	4	4
GO:0030015(PANTHER)	4	4
GO:0030258(PANTHER)	4	4
GO:0030295(PANTHER)	4	4
GO:0030427(PANTHER)	4	4
GO:0030674(InterPro)	4	4
GO:0030692(PANTHER)	4	4
GO:0030870(PANTHER)	4	4
GO:0030951(InterPro)	4	4
GO:0030970(PANTHER)	4	4
GO:0031048(PANTHER)	4	4
GO:0031087(PANTHER)	4	4
GO:0031106(PANTHER)	4	4
GO:0031124(PANTHER)	4	4
GO:0031204(PANTHER)	4	4
GO:0031210(PANTHER)	4	4
GO:0031261(PANTHER)	4	4
GO:0031262(PANTHER)	4	4
GO:0031380(PANTHER)	4	4
GO:0031390(InterPro)	4	4
GO:0031410(PANTHER)	4	4
GO:0031417(PANTHER)	4	4
GO:0031419(PANTHER)	4	4
GO:0031422(PANTHER)	4	4
GO:0031429(PANTHER)	4	4
GO:0031468(PANTHER)	4	4
GO:0031507(PANTHER)	4	4
GO:0031623(PANTHER)	4	4
GO:0031625(PANTHER)	4	4
GO:0031931(InterPro)	4	4
GO:0031931(PANTHER)	4	4
GO:0032050(PANTHER)	4	4
GO:0032147(PANTHER)	4	4
GO:0032182(PANTHER)	4	4
GO:0032366(PANTHER)	4	4
GO:0032452(PANTHER)	4	4
GO:0032790(PANTHER)	4	4
GO:0032934(InterPro)	4	4
GO:0033290(PANTHER)	4	4
GO:0033528(PANTHER)	4	4
GO:0034039(PANTHER)	4	4
GO:0034044(PANTHER)	4	4
GO:0034067(PANTHER)	4	4
GO:0034450(PANTHER)	4	4
GO:0034457(PANTHER)	4	4
GO:0034625(PANTHER)	4	4
GO:0034626(PANTHER)	4	4
GO:0034969(PANTHER)	4	4
GO:0035101(PANTHER)	4	4
GO:0035243(PANTHER)	4	4
GO:0035371(PANTHER)	4	4
GO:0035551(PANTHER)	4	4
GO:0035598(PANTHER)	4	4
GO:0035600(PANTHER)	4	4
GO:0035615(PANTHER)	4	4
GO:0035735(InterPro)	4	4
GO:0035973(PANTHER)	4	4
GO:0036092(PANTHER)	4	4
GO:0036157(PANTHER)	4	4
GO:0036444(PANTHER)	4	4
GO:0038023(PANTHER)	4	4
GO:0038202(PANTHER)	4	4
GO:0040029(PANTHER)	4	4
GO:0042054(PANTHER)	4	4
GO:0042134(InterPro)	4	4
GO:0042144(PANTHER)	4	4
GO:0042273(InterPro)	4	4
GO:0042645(PANTHER)	4	4
GO:0042709(PANTHER)	4	4
GO:0042720(PANTHER)	4	4
GO:0042781(InterPro)	4	4
GO:0042781(PANTHER)	4	4
GO:0042799(PANTHER)	4	4
GO:0042802(InterPro)	4	4
GO:0042823(PANTHER)	4	4
GO:0043137(PANTHER)	4	4
GO:0043325(PANTHER)	4	4
GO:0043529(PANTHER)	4	4
GO:0043547(InterPro)	4	4
GO:0043614(PANTHER)	4	4
GO:0043666(PANTHER)	4	4
GO:0043813(InterPro)	4	4
GO:0044183(PANTHER)	4	4
GO:0044458(PANTHER)	4	4
GO:0045261(PANTHER)	4	4
GO:0045292(PANTHER)	4	4
GO:0045324(PANTHER)	4	4
GO:0045329(PANTHER)	4	4
GO:0045335(PANTHER)	4	4
GO:0045338(InterPro)	4	4
GO:0045338(PANTHER)	4	4
GO:0045727(PANTHER)	4	4
GO:0045943(InterPro)	4	4
GO:0045951(PANTHER)	4	4
GO:0046040(PANTHER)	4	4
GO:0046167(PANTHER)	4	4
GO:0046537(PANTHER)	4	4
GO:0047617(InterPro)	4	4
GO:0048268(PANTHER)	4	4
GO:0048487(PANTHER)	4	4
GO:0050295(PANTHER)	4	4
GO:0050321(PANTHER)	4	4
GO:0051010(InterPro)	4	4
GO:0051010(PANTHER)	4	4
GO:0051017(PANTHER)	4	4
GO:0051020(PANTHER)	4	4
GO:0051301(PANTHER)	4	4
GO:0051493(PANTHER)	4	4
GO:0051536(PANTHER)	4	4
GO:0051560(PANTHER)	4	4
GO:0051793(PANTHER)	4	4
GO:0051865(PANTHER)	4	4
GO:0051996(PANTHER)	4	4
GO:0055087(PANTHER)	4	4
GO:0055129(PANTHER)	4	4
GO:0060296(PANTHER)	4	4
GO:0061863(InterPro)	4	4
GO:0070181(PANTHER)	4	4
GO:0070189(PANTHER)	4	4
GO:0070573(InterPro)	4	4
GO:0070740(PANTHER)	4	4
GO:0070914(PANTHER)	4	4
GO:0070987(PANTHER)	4	4
GO:0071036(PANTHER)	4	4
GO:0071037(PANTHER)	4	4
GO:0071039(PANTHER)	4	4
GO:0071040(PANTHER)	4	4
GO:0071044(PANTHER)	4	4
GO:0071540(PANTHER)	4	4
GO:0071786(PANTHER)	4	4
GO:0071816(PANTHER)	4	4
GO:0072334(PANTHER)	4	4
GO:0072546(InterPro)	4	4
GO:0080008(PANTHER)	4	4
GO:0080025(PANTHER)	4	4
GO:0080119(InterPro)	4	4
GO:0090385(PANTHER)	4	4
GO:0090599(PANTHER)	4	4
GO:0097038(PANTHER)	4	4
GO:0097042(PANTHER)	4	4
GO:0097602(PANTHER)	4	4
GO:1901006(PANTHER)	4	4
GO:1901255(PANTHER)	4	4
GO:1901565(PANTHER)	4	4
GO:1902554(PANTHER)	4	4
GO:1902603(PANTHER)	4	4
GO:1904380(InterPro)	4	4
GO:1904382(InterPro)	4	4
GO:1904462(PANTHER)	4	4
GO:1990130(PANTHER)	4	4
GO:1990180(PANTHER)	4	4
GO:1990246(PANTHER)	4	4
GO:1990429(PANTHER)	4	4
GO:1990726(PANTHER)	4	4
GO:2000234(PANTHER)	4	4
GO:0005956(InterPro)	31	3
GO:0019887(InterPro)	31	3
GO:0004618(InterPro)	30	3
GO:0030131(InterPro)	24	3
GO:0009228(InterPro)	23	3
GO:0005672(InterPro)	19	3
GO:0008290(InterPro)	16	3
GO:0006568(InterPro)	15	3
GO:0008097(InterPro)	15	3
GO:0051016(InterPro)	15	3
GO:0006012(InterPro)	14	3
GO:0000062(InterPro)	13	3
GO:0004550(InterPro)	13	3
GO:0004556(InterPro)	13	3
GO:0005615(InterPro)	13	3
GO:0006183(InterPro)	13	3
GO:0006228(InterPro)	13	3
GO:0042803(InterPro)	13	3
GO:0004408(InterPro)	12	3
GO:0004427(InterPro)	12	3
GO:0006796(InterPro)	12	3
GO:0009113(InterPro)	12	3
GO:0051056(InterPro)	12	3
GO:0005992(InterPro)	11	3
GO:0008705(InterPro)	11	3
GO:0034220(InterPro)	11	3
GO:0000015(InterPro)	10	3
GO:0004334(InterPro)	10	3
GO:0004634(InterPro)	10	3
GO:0006428(InterPro)	10	3
GO:0016972(InterPro)	10	3
GO:0000122(InterPro)	9	3
GO:0004140(InterPro)	9	3
GO:0006108(InterPro)	9	3
GO:0008318(InterPro)	9	3
GO:0016756(InterPro)	9	3
GO:0034227(InterPro)	9	3
GO:0042500(InterPro)	9	3
GO:0046938(InterPro)	9	3
GO:0004298(InterPro)	8	3
GO:0004372(InterPro)	8	3
GO:0006166(InterPro)	8	3
GO:0006424(InterPro)	8	3
GO:0006564(InterPro)	8	3
GO:0006569(InterPro)	8	3
GO:0016158(InterPro)	8	3
GO:0016799(InterPro)	8	3
GO:0019264(InterPro)	8	3
GO:0030429(InterPro)	8	3
GO:0035999(InterPro)	8	3
GO:0004707(InterPro)	7	3
GO:0009263(InterPro)	7	3
GO:0016615(InterPro)	7	3
GO:0016836(InterPro)	7	3
GO:0030130(InterPro)	7	3
GO:0030132(InterPro)	7	3
GO:0048038(InterPro)	7	3
GO:0000151(InterPro)	6	3
GO:0000334(InterPro)	6	3
GO:0002182(InterPro)	6	3
GO:0003868(InterPro)	6	3
GO:0004164(InterPro)	6	3
GO:0004312(InterPro)	6	3
GO:0004373(InterPro)	6	3
GO:0004376(InterPro)	6	3
GO:0004455(InterPro)	6	3
GO:0004620(InterPro)	6	3
GO:0004818(InterPro)	6	3
GO:0005685(InterPro)	6	3
GO:0005835(InterPro)	6	3
GO:0006784(InterPro)	6	3
GO:0008121(InterPro)	6	3
GO:0010038(InterPro)	6	3
GO:0015165(InterPro)	6	3
GO:0016298(InterPro)	6	3
GO:0016701(InterPro)	6	3
GO:0034450(InterPro)	6	3
GO:0035596(InterPro)	6	3
GO:0045275(InterPro)	6	3
GO:0090481(InterPro)	6	3
GO:0001534(InterPro)	5	3
GO:0001678(InterPro)	5	3
GO:0002949(InterPro)	5	3
GO:0003756(InterPro)	5	3
GO:0003983(InterPro)	5	3
GO:0004333(InterPro)	5	3
GO:0004375(InterPro)	5	3
GO:0004396(InterPro)	5	3
GO:0005315(InterPro)	5	3
GO:0005536(InterPro)	5	3
GO:0005762(InterPro)	5	3
GO:0006011(InterPro)	5	3
GO:0006106(InterPro)	5	3
GO:0009249(InterPro)	5	3
GO:0015098(InterPro)	5	3
GO:0015689(InterPro)	5	3
GO:0016872(InterPro)	5	3
GO:0019441(InterPro)	5	3
GO:0019781(InterPro)	5	3
GO:0019903(InterPro)	5	3
GO:0030915(InterPro)	5	3
GO:0032469(InterPro)	5	3
GO:0032509(InterPro)	5	3
GO:0032865(InterPro)	5	3
GO:0045116(InterPro)	5	3
GO:0048870(InterPro)	5	3
GO:0055088(InterPro)	5	3
GO:0060294(InterPro)	5	3
GO:1990380(InterPro)	5	3
GO:1990904(InterPro)	5	3
GO:0000172(InterPro)	4	3
GO:0000290(InterPro)	4	3
GO:0000811(InterPro)	4	3
GO:0004326(InterPro)	4	3
GO:0005655(InterPro)	4	3
GO:0006120(InterPro)	4	3
GO:0006269(InterPro)	4	3
GO:0008047(InterPro)	4	3
GO:0015976(InterPro)	4	3
GO:0016070(InterPro)	4	3
GO:0016531(InterPro)	4	3
GO:0016763(InterPro)	4	3
GO:0016812(InterPro)	4	3
GO:0019786(InterPro)	4	3
GO:0030234(InterPro)	4	3
GO:0045271(InterPro)	4	3
GO:0047429(InterPro)	4	3
GO:0051920(InterPro)	4	3
GO:0060090(InterPro)	4	3
GO:0080132(InterPro)	4	3
GO:0000015(PANTHER)	3	3
GO:0000082(PANTHER)	3	3
GO:0000118(PANTHER)	3	3
GO:0000154(InterPro)	3	3
GO:0000179(InterPro)	3	3
GO:0000179(PANTHER)	3	3
GO:0000228(PANTHER)	3	3
GO:0000281(PANTHER)	3	3
GO:0000290(PANTHER)	3	3
GO:0000306(PANTHER)	3	3
GO:0000323(PANTHER)	3	3
GO:0000329(InterPro)	3	3
GO:0000334(PANTHER)	3	3
GO:0000339(PANTHER)	3	3
GO:0000340(PANTHER)	3	3
GO:0000387(InterPro)	3	3
GO:0000387(PANTHER)	3	3
GO:0000417(PANTHER)	3	3
GO:0000433(PANTHER)	3	3
GO:0000445(PANTHER)	3	3
GO:0000447(PANTHER)	3	3
GO:0000462(InterPro)	3	3
GO:0000493(InterPro)	3	3
GO:0000493(PANTHER)	3	3
GO:0000502(PANTHER)	3	3
GO:0000723(InterPro)	3	3
GO:0000774(PANTHER)	3	3
GO:0000808(InterPro)	3	3
GO:0000813(PANTHER)	3	3
GO:0000822(PANTHER)	3	3
GO:0000973(PANTHER)	3	3
GO:0000977(InterPro)	3	3
GO:0000978(InterPro)	3	3
GO:0000995(PANTHER)	3	3
GO:0001228(InterPro)	3	3
GO:0001228(PANTHER)	3	3
GO:0001401(InterPro)	3	3
GO:0001578(PANTHER)	3	3
GO:0001671(PANTHER)	3	3
GO:0001678(PANTHER)	3	3
GO:0002144(PANTHER)	3	3
GO:0003690(InterPro)	3	3
GO:0003825(PANTHER)	3	3
GO:0003844(PANTHER)	3	3
GO:0003866(PANTHER)	3	3
GO:0003868(PANTHER)	3	3
GO:0003988(PANTHER)	3	3
GO:0004013(PANTHER)	3	3
GO:0004066(PANTHER)	3	3
GO:0004092(PANTHER)	3	3
GO:0004108(PANTHER)	3	3
GO:0004126(InterPro)	3	3
GO:0004126(PANTHER)	3	3
GO:0004132(PANTHER)	3	3
GO:0004151(InterPro)	3	3
GO:0004175(PANTHER)	3	3
GO:0004326(PANTHER)	3	3
GO:0004333(PANTHER)	3	3
GO:0004334(PANTHER)	3	3
GO:0004340(PANTHER)	3	3
GO:0004363(PANTHER)	3	3
GO:0004372(PANTHER)	3	3
GO:0004373(PANTHER)	3	3
GO:0004375(PANTHER)	3	3
GO:0004379(PANTHER)	3	3
GO:0004382(PANTHER)	3	3
GO:0004401(InterPro)	3	3
GO:0004401(PANTHER)	3	3
GO:0004408(PANTHER)	3	3
GO:0004412(InterPro)	3	3
GO:0004414(PANTHER)	3	3
GO:0004420(PANTHER)	3	3
GO:0004438(PANTHER)	3	3
GO:0004477(PANTHER)	3	3
GO:0004488(PANTHER)	3	3
GO:0004497(PANTHER)	3	3
GO:0004515(PANTHER)	3	3
GO:0004520(PANTHER)	3	3
GO:0004559(PANTHER)	3	3
GO:0004585(PANTHER)	3	3
GO:0004587(PANTHER)	3	3
GO:0004591(PANTHER)	3	3
GO:0004601(PANTHER)	3	3
GO:0004605(PANTHER)	3	3
GO:0004618(PANTHER)	3	3
GO:0004634(PANTHER)	3	3
GO:0004703(PANTHER)	3	3
GO:0004766(PANTHER)	3	3
GO:0004801(PANTHER)	3	3
GO:0004817(PANTHER)	3	3
GO:0004830(PANTHER)	3	3
GO:0004838(PANTHER)	3	3
GO:0004839(PANTHER)	3	3
GO:0005537(PANTHER)	3	3
GO:0005543(InterPro)	3	3
GO:0005576(InterPro)	3	3
GO:0005666(InterPro)	3	3
GO:0005667(PANTHER)	3	3
GO:0005674(PANTHER)	3	3
GO:0005689(PANTHER)	3	3
GO:0005838(InterPro)	3	3
GO:0005838(PANTHER)	3	3
GO:0005839(PANTHER)	3	3
GO:0005840(PANTHER)	3	3
GO:0005845(PANTHER)	3	3
GO:0005846(InterPro)	3	3
GO:0005846(PANTHER)	3	3
GO:0005847(InterPro)	3	3
GO:0005947(PANTHER)	3	3
GO:0005948(PANTHER)	3	3
GO:0005952(PANTHER)	3	3
GO:0005960(PANTHER)	3	3
GO:0005986(PANTHER)	3	3
GO:0006000(PANTHER)	3	3
GO:0006106(PANTHER)	3	3
GO:0006108(PANTHER)	3	3
GO:0006362(PANTHER)	3	3
GO:0006370(PANTHER)	3	3
GO:0006376(PANTHER)	3	3
GO:0006398(InterPro)	3	3
GO:0006423(PANTHER)	3	3
GO:0006436(PANTHER)	3	3
GO:0006450(PANTHER)	3	3
GO:0006469(PANTHER)	3	3
GO:0006499(InterPro)	3	3
GO:0006520(PANTHER)	3	3
GO:0006529(PANTHER)	3	3
GO:0006533(PANTHER)	3	3
GO:0006537(PANTHER)	3	3
GO:0006542(InterPro)	3	3
GO:0006596(PANTHER)	3	3
GO:0006612(PANTHER)	3	3
GO:0006661(InterPro)	3	3
GO:0006843(PANTHER)	3	3
GO:0006850(InterPro)	3	3
GO:0006884(PANTHER)	3	3
GO:0006893(InterPro)	3	3
GO:0006913(PANTHER)	3	3
GO:0006999(PANTHER)	3	3
GO:0007004(PANTHER)	3	3
GO:0007051(PANTHER)	3	3
GO:0007095(PANTHER)	3	3
GO:0007346(PANTHER)	3	3
GO:0008134(PANTHER)	3	3
GO:0008139(PANTHER)	3	3
GO:0008179(PANTHER)	3	3
GO:0008194(InterPro)	3	3
GO:0008235(PANTHER)	3	3
GO:0008290(PANTHER)	3	3
GO:0008311(PANTHER)	3	3
GO:0008353(PANTHER)	3	3
GO:0008479(PANTHER)	3	3
GO:0008519(PANTHER)	3	3
GO:0008615(PANTHER)	3	3
